source,target
Student Engineering & Design Community,Student Engineering & Design Community
Student Portfolio,Studentenversion
style library,Stilbibliothek
sub-contractor,Subunternehmer
Submit a Support Request,Supportanfrage übermitteln
Subscribe,Abonnieren
Subscribe Now,Jetzt abonnieren
subscribe to Autodesk,Autodesk-Produkte abonnieren
subscriber,Abonnent
subscription,Abonnement
subscription benefits,Leistungen und Vorteile für Kunden mit Wartungsvertrag oder Abonnement
subscription offering,Abonnement-Angebot
subscription renewal date,Abonnement-Verlängerungsdatum
subscription software,Abonnement-Software
Subscription to Subscription Eligibility List,Liste der zugelassenen Produkte für den Wechsel von Abonnement zu Abonnement
suggested retail price,unverbindlicher Verkaufspreis
supply chain,Lieferkette
Support & learning,Support und Schulung
Support Account Manager,Support-Account-Manager
support agent,Supportmitarbeiter
Support Agreement,Support-Vertrag
support program,Supportprogramm
support user,Support-Nutzer
Sustainability,Nachhaltigkeit
Sustainability Workshop,Sustainability Workshop
Sustainable Design Curriculum,Curriculum zur nachhaltigen Konstruktion
System requirements,Systemanforderungen
system tray,Taskleiste
systems integrator,Systemintegrator
tagline,Tagline
tangible asset,materieller Vermögenswert
Task Manager,Task-Manager
Team Administrator,Teamadministrator
Team Member,Teammitglied
Team Owner,Teameigentümer
tech support,Technischer Support
Technical Marketing Manager,Technical Marketing Manager
Technical Sales,Technical Sales
Technical Services Manager,Technical Services Manager
technology preview,Technology Preview
tensegrity,Tensegrity
term,Laufzeit
Term Extendable,erweiterbare Laufzeit
term length,Laufzeit
term license,Lizenz mit befristeter Laufzeit
Term Non-Extendable,mit nicht erweiterbarer Laufzeit
terminate,beenden
Terminate and Stay Resident Program,speicherresidentes Programm
terms and conditions,Bedingungen
terms of service,Nutzungsbedingungen
terms of use,Nutzungsbedingungen
test drive,Produkttest
testimonial,Kundenzitate
text editor,Texteditor
text style,Textstil
texture mapping,Textur-Mapping
The Autodesk Advantage,Die Vorteile von Autodesk
The professional guide to Building Information Modelling (BIM),Ein professioneller Leitfaden zum Building Information Modeling (BIM)
Thick Client,Thick Client
Thin Client,Thin Client
third-party application,Fremdanwendung
Threat Protection,Schutzmaßnahmen
three-button mouse,Maus mit drei Tasten
ticker symbol,Tickersymbol
tier,Partner-Stufe
tier designation,Bezeichnung der Partner-Stufe
time to market,Markteinführung
TinkerBox,TinkerBox
Tips and Tricks,Tipps und Tricks
To-Do List,Aufgabenliste
Token Flex,Token Flex
Token-Flex token,Token-Flex-Token
toolbar,Werkzeugkasten
ToolClip,ToolClip
toolkit,Toolkit
toolset,Toolset
total cost of ownership,Gesamtbetriebskosten (TCO)
tradegraph,Markenhinweis
training video,Schulungsvideo
transaction fee,Transaktionsgebühr
Transfer Ownership of Licenses,Übertragen der Eigentümerschaft von Lizenzen
transferee,Empfänger
transferor,Übertragender
transparency,Transparenz
trial mode,Testmodus
trial period,Testzeitraum
Trial Product Privacy Notice,Datenschutzbestimmungen für Testversionen
Trial tips,Tipps für Ihre Testversion
troubleshooting,Fehlerbehebung
true color,True Color
Trust Center,Trust Center
TrustedDWG,TrustedDWG
Try or Subscribe,Testen oder abonnieren
TSR,TSR
turnkey solution,schlüsselfertige Lösung
tutorial,Lernprogramm
tweet,Tweet
unauthorized use,nicht autorisierte Nutzung
UNC,UNC
undo,rückgängig machen
unexpected behavior,unerwartetes Verhalten
ungroup,Gruppierung aufheben
unhandled,nicht behandelt
Uniform Naming Convention,Uniform Naming Convention
uninstall tool,Deinstallationswerkzeug
unit scaling,Einheitenskalierung
Universal Naming Convention,Universal Naming Convention
unlawful harassment,rechtswidrige Belästigung
Unsubscribe,Abmelden
Up & Ready Support,Up-&-Ready-Support
Upchain,Upchain
update,Update
Update your profile,Aktualisieren Sie Ihr Profil
upgrade path,Upgradepfad
upgrade policy,Bestimmungen für Produktupdates
upgrade pricing,Upgrade-Preismodell
Upgrade Version Policy,Bestimmungen für Produktupdates
Upgrade your license,Upgraden Sie Ihre Lizenz
upload,hochladen
urban planning,Stadtplanung
usage rate,Nutzungsrate
usage report,Nutzungsbericht
Use cases,Anwendungsfälle
use of Previous Version,Nutzung von Vorgängerversionen
user guide,Benutzerhandbuch
User Management FAQ,Häufig gestellte Fragen zur Benutzerverwaltung
user persona,Anwenderprofil
user's guide,Benutzerhandbuch
utility grid,Stromnetz
VAD,VAD
valuable insights,Wertvolle Einblicke
Value Added Distributor,Value Added Distributor
value engineering,Wertanalyse
value prompter,Value Prompter
value proposition,Nutzenargumente
VAR,VAR
variable usage rate,variable Nutzungsrate
variant,Variante
Vault,Vault
Vault Basic,Vault Basic
Vault Manager,Vault Manager
Vault Professional,Vault Professional
Vault Workgroup,Vault Workgroup
VBA porting service,VBA-Migrationsdienst
Vector Render,Vektor-Renderer
vertical application,vertikale Anwendung
vertical product,vertikales Produkt
vertical ribbon,vertikale Multifunktionsleiste
vertical solution,vertikale Lösung
Verticalise Now,Verticalise Now
vice president,Vice President
video adapter,Grafikkarte
video card,Grafikkarte
video driver,Grafiktreiber
video tutorial,Lernvideo
View online,Online anzeigen
View Support Cases,Supportanfragen anzeigen
ViewCube,ViewCube
violation,Verstoß
virtual agent,virtueller Agent
virtual machine,virtueller Computer
virtual pen,virtueller Stift
virtual prototype,virtueller Prototyp
virtualization software,Virtualisierungssoftware
virus protection,Virenschutz
virus scanner,Virenscanner
Visit the Education Community,Besuchen Sie die Education Community
visualization specialist,Visualisierungsexperte
voucher code,Gutscheincode
VRED,VRED
VRED Design,VRED Design
VRED Presenter,VRED Presenter
VRED Professional,VRED Professional
VRED Server,VRED Server
vulnerability,Sicherheitslücke
waiver,Ausnahme
watermark,Wasserzeichen
web banner,Web-Banner
web browser,Webbrowser
web support case,Web-Supportanfrage
web syndication tool,Web-Syndication-Tool
webcast,Webcast
webinar,Webinar
weekends,Wochenenden
Welcome Kit,Willkommenspaket
white paper,Whitepaper
Wiki Help,Wiki Help
Windows Store,Windows Store
Windows Task Manager,Task-Manager von Windows
Workflows & use cases,Arbeitsabläufe und Anwendungsfälle
workload,Arbeitsvolumen
workplace,Arbeitsplatz
workshared file,Datei mit Arbeitsteilung
workspace,Arbeitsbereich
workstation,Arbeitsstation
workweek,Arbeitswoche
zoom factor,Zoomfaktor
zoom level,Zoomfaktor
ABCP,ABCP
Accounting Standards Codification,Kodifizierung der Rechnungslegungsstandards
ad hoc analysis,Ad-hoc-Analyse
adoption path,Übernahmepfad
AEC Information Model,AEC-Informationsmodell
AECO,AECO
annual order value,jährlicher Auftragswert
architectural decision record,Architekturentscheidungsprotokoll
"Architecture, Engineering, Construction, and Operations","Architektur, Ingenieur- und Bauwesen und Betrieb"
"Authentication, Authorization and Accounting","Authentifizierung, Autorisierung und Abrechnung"
Autodesk BIM Collaborate,Autodesk BIM Collaborate
Autodesk BIM Collaborate Pro,Autodesk BIM Collaborate Pro
Autodesk Certified Instructor,Autodesk Certified Instructor
Autodesk Cloud Standards,Autodesk Cloud Standards
Autodesk Compute Platform,Autodesk Compute Platform
Autodesk Construction Solutions,Autodesk Construction Solutions
Autodesk Consulting Media & Entertainment,Autodesk Consulting Media & Entertainment
Autodesk Customer Environment,Autodesk Customer Environment
Autodesk Customer Lifecycle,Autodesk-Kundenlebenszyklus
Autodesk Education Experience,Autodesk Education Experience
Autodesk Event Analysis,Autodesk-Ereignisanalyse
Autodesk Growth Marketing,Autodesk Growth Marketing
Autodesk Health Dashboard,Autodesk Health Dashboard
Autodesk Lightning Integrated Case Experience,Autodesk Lightning-integrierte Fallerfahrung
Autodesk Machine Learning Platform,Autodesk-Plattform für maschinelles Lernen
Autodesk Meshmixer Toolkit,Autodesk Meshmixer-Toolkit
Autodesk Order Entry,Autodesk Order Entry
Autodesk Platform Services,Autodesk Platform Services
Autodesk Sales Incentive Management System,Autodesk Verwaltungssystem für Verkaufsboni
Autodesk Shared Component,Gemeinsam genutzte Autodesk-Komponente
Autodesk Translation Framework,Autodesk Translation Framework
BIM 360 Ops,BIM 360 Ops
BIM360,BIM360
boundary representation,Begrenzungsdarstellung
BREP,BREP
B-rep,B-rep
building information model,Gebäude-Informationsmodell
BuildingConnected,BuildingConnected
business process model and notation,Business Process Model and Notation
center of excellence,Center of Excellence
CLIC license manager,CLIC-Lizenzmanager
cloud licensing,Cloud-Lizenzierung
cloud solid modeling,Cloud Solid Modeling
Collaboration For Revit,Collaboration for Revit
commercial cloud environment,kommerzielle Cloud-Umgebung
common data environment,gemeinsame Datenumgebung
common data experience,gemeinsame Datennutzung
common workspace,gemeinsamer Arbeitsbereich
community-generated content,Community-generierte Inhalte
community of practice,Community of Practice
consistent materials user interface,einheitliche Benutzeroberfläche für Materialien
Content Experience Design,Content Experience Design
controlled unclassified information,kontrollierte nicht klassifizierte Informationen
customer lifetime value,Customer Lifetime Value
customer research agreement,Customer Research Agreement
Customer Value Hub,Customer Value Hub
D&M,D&M
D&MwA,D&MwA
data enrichment,Datenanreicherung
data gravity,Datengravitation
Design Collaboration,Design Collaboration
Developer Support Program,Unterstützungsprogramm für Entwickler
digital customer lifecycle,Digitaler Kundenlebenszyklus
digital HIG,Digital HIG
Digital Manufacturing Group,Digital Manufacturing Group
dotcom,Dotcom
dotcom guidance,Dotcom-Beratung
ECaaS,ECaaS
eCommerce as a service,eCommerce-as-a-Service
electronic computer-aided design,Elektronische computergestützte Konstruktion
entity-component system,Entity-Component-System
extended reality,Erweiterte Realität
fabrication data manager,Fabrication Data Manager
failure mode and effects analysis,Fehlermöglichkeits- und -einflussanalyse
Fusion Data Access,Fusion Data Access
Fusion Folder Permissions,Fusion Folder Permissions
Fusion Health Service,Fusion Health Service
Fusion Injection Molding,Fusion Injection Molding
Fusion JavaScript Service,Fusion JavaScript Service
Fusion Notification Service,Fusion Notification Service
Fusion synthetic monitoring,Synthetische Überwachung durch Fusion
Generative Cloud Platform,Generative Cloud Platform
Gnosis,Gnosis
Green Building Studio,Green Building Studio
Halley,Halley
Health Dashboard Service,Health Dashboard Service
health of business dashboard,Health of Business Dashboard
IaaS,IaaS
Information Technology Infrastructure Library,Bibliothek der Informationstechnologie-Infrastruktur
Integrated Drainage Design & Analysis,Integrierte Entwässerungsplanung und -analyse
integration test,Integrationstest
Internet of things,Internet der Dinge
Lightweight Directory Access Protocol,Lightweight Directory Access Protocol
media information model,Medien-Informationsmodell
mixed reality,Mixed Reality
multi-factor authentication,Multi-Faktor-Authentifizierung
multi-user licensing,Multi-User-Lizenz
network address translation,Netzwerkadressübersetzung
Network License Reporting Service,Network License Reporting Service
NextGen Autodesk Desktop Application,NextGen Autodesk Desktop Application
non-contracted reseller,nicht vertraglich gebundener Fachhändler
North Star,North Star
PaaS,PaaS
Phoenix,Phoenix
Product Health Dashboard,Produkt Health Dashboard
Product Information Model,Produkt-Informationsmodell
RaaS,RaaS
read-eval-print loop,Read-Eval-Print-Schleife
relational database management system,Relationales Datenbankmanagementsystem
sanitary sewer overflow,Kanalisationsüberlauf
secure shell,Secure Shell
security assertion markup language,Security Assertion Markup Language
security non-negotiables,Nicht verhandelbare Sicherheitsaspekte
Simulation Compute Manager,Simulation Compute Manager
single-user subscription,Single-User-Abonnement
SU subscription,SU-Abonnement
subscription overuse,Übermäßige Abonnementnutzung
threat modeling,Bedrohungsmodellierung
Universal Assistant,Universal Assistant
universal scene description,Universelle Szenenbeschreibung
variational constraint solver,Variational Constraint Solver
virtual private cloud,Vrtuelle private Cloud
virtual reality,Virtuelle Realität
Work In Process Data Management,Datenmanagement laufender Projekte
XR Core Team,XR Core Team
