source,target
Autodesk Consulting Media & Entertainment,Autodesk Consulting Media and Entertainment
Autodesk Customer Environment,Área do cliente da Autodesk
Autodesk Customer Lifecycle,Ciclo de vida do cliente da Autodesk
Autodesk Education Experience,Experiência educacional da Autodesk
Autodesk Event Analysis,Análise de eventos da Autodesk
Autodesk Growth Marketing,Autodesk Growth Marketing
Autodesk Health Dashboard,Painel de integridade da Autodesk
Autodesk Lightning Integrated Case Experience,Autodesk Lightning Integrated Case Experience
Autodesk Machine Learning Platform,Plataforma de aprendizado de máquina da Autodesk
Autodesk Meshmixer Toolkit,Kit de ferramentas do Autodesk Meshmixer
Autodesk Order Entry,Registro de pedidos da Autodesk
Autodesk Platform Services,Autodesk Platform Services
Autodesk Sales Incentive Management System,Sistema de gerenciamento de incentivos de vendas da Autodesk
Autodesk Shared Component,Componente compartilhado da Autodesk
Autodesk Translation Framework,Autodesk Translation Framework
BIM 360 Ops,BIM 360 Ops
BIM360,BIM360
boundary representation,representação com limites
BREP,BREP
B-rep,B-rep
building information model,modelo de informações de construção
BuildingConnected,BuildingConnected
business process model and notation,modelo e anotação de processos comerciais
center of excellence,centro de excelência
CLIC license manager,Gerente de licenças CLIC
cloud licensing,licenciamento na nuvem
cloud solid modeling,modelagem de sólidos em nuvem
Collaboration For Revit,Collaboration For Revit
commercial cloud environment,ambiente de nuvem comercial
common data environment,ambiente comum de dados
common data experience,experiência comum de dados
common workspace,espaço de trabalho comum
community-generated content,conteúdo gerado pela comunidade
community of practice,comunidade de práticas
consistent materials user interface,interface de usuário consistente de materiais
Content Experience Design,Design de experiência do usuário voltado ao conteúdo
controlled unclassified information,informações não classificadas controladas
customer lifetime value,valor vitalício do cliente
customer research agreement,contrato de pesquisa com clientes
Customer Value Hub,Hub do valor para o cliente
D&M,D&M
D&MwA,D&MwA
data enrichment,enriquecimento de dados
data gravity,gravidade dos dados
Design Collaboration,Design Collaboration
design for manufacturing and assembly,projeto para fabricação e montagem
Developer Advocacy and Support,Developer Advocacy and Support
Developer Support Program,Programa de suporte ao desenvolvedor
digital customer lifecycle,ciclo de vida digital do cliente
Digital Experience and Customer Empowerment,Experiência digital e capacitação do cliente
digital HIG,Digital HIG
Digital Manufacturing Group,Digital Manufacturing Group
dotcom,pontocom
dotcom guidance,guia do pontocom
dynamic application security test,teste dinâmico de segurança de aplicativos
ECaaS,ECaaS
eCommerce as a service,comércio eletrônico como serviço
electronic computer-aided design,projeto eletrônico auxiliado por computador
enterprise resource planning,planejamento de recursos para empresas
entity-component system,sistema componente-entidade
extended reality,realidade estendida
fabrication data manager,gerenciador de dados de fabricação
failure mode and effects analysis,análise de efeitos e modo de falha
Fusion common data experience,Experiência comum de dados do Fusion
Fusion Data Access,Acesso a dados do Fusion
Fusion Folder Permissions,Permissões de pasta do Fusion
Fusion Health Service,Serviço de integridade do Fusion
Fusion Injection Molding,Moldagem por injeção do Fusion
Fusion JavaScript Service,Serviço de JavaScript do Fusion
Fusion Notification Service,Serviço de notificação do Fusion
Fusion synthetic monitoring,Monitoramento sintético do Fusion
Generative Cloud Platform,Plataforma de nuvem generativa
Gnosis,Gnosis
Green Building Studio,Green Building Studio
Halley,Halley
Health Dashboard Service,Serviço do painel de integridade
health of business dashboard,painel de integridade dos negócios
IaaS,IaaS
Information Technology Infrastructure Library,Biblioteca de infraestrutura da tecnologia da informação
Integrated Drainage Design & Analysis,Análise e projeto de drenagem integrados
integration test,teste de integração
Internet of things,Internet das coisas
Lightweight Directory Access Protocol,Lightweight Directory Access Protocol
media information model,modelo de informações de mídia
mixed reality,realidade mista
multi-factor authentication,autenticação multifator
multi-user licensing,licenciamento multiusuário
network address translation,conversão de endereços de rede
Network License Reporting Service,Network License Reporting Service
NextGen Autodesk Desktop Application,NextGen Autodesk Desktop Application
non-contracted reseller,revendedor não contratado
North Star,North Star
PaaS,PaaS
Phoenix,Phoenix
Product Health Dashboard,Painel de integridade do produto
Product Information Model,Modelo de informações do produto
RaaS,RaaS
read-eval-print loop,loop de leitura-avaliação-impressão
real value edit control,controle de edição de valor real
relational database management system,sistema de gerenciamento de banco de dados relacional
sanitary sewer overflow,transbordamento de esgoto sanitário
secure shell,shell seguro
security assertion markup language,linguagem de marcação de declaração de segurança
security non-negotiables,requisitos de segurança não negociáveis
Simulation Compute Manager,Simulation Compute Manager
single-user subscription,assinatura de usuário único
static application security testing,teste estático de segurança de aplicativos
SU subscription,assinatura SU
subscription overuse,uso excessivo de assinaturas
threat modeling,modelagem de ameaças
Universal Assistant,Assistente Universal
universal scene description,descrição de cena universal
variational constraint solver,solucionador de restrições variacionais
virtual private cloud,nuvem privada virtual
virtual reality,realidade virtual
Work In Process Data Management,Gerenciamento de dados do trabalho em processo
XR Core Team,Equipe principal de XR
