source,target
상태 대시보드 서비스,Health Dashboard Service
상태 점검,health check
상태 트레이,status tray
상호 운용성,interoperability
상호 작용 개요,Interactive Overview
상황별 탭,contextual tab
새로 고침,refresh
새로 설치,clean install
새로운 결제 방법 추가,Add new payment method
새로운 교육 비즈니스 모델,New Education Business Model
"새로운 버전, 최신 소프트웨어/향상 기능","new releases, latest software/enhancements"
색상 종속 플롯 스타일 테이블,color-dependent plot style table
샘플 응용프로그램,Sample Applications
생산성 연구,productivity study
서브스크립션,subscription
서브스크립션 갱신일,subscription renewal date
서브스크립션 계약 번호,subscription contract number
서브스크립션 고객,subscriber
서브스크립션 과다 사용,subscription overuse
서브스크립션 구매하기,Subscribe Now
서브스크립션 소프트웨어,subscription software
서브스크립션 전환,switch your subscription
서브스크립션 전환 특별 프로모션,special offer to move to subscription
서브스크립션 전환 프로모션,Move to Subscription offer
서브스크립션 전환하기,switching subscriptions
서브스크립션에서 다른 서브스크립션으로 전환 가능한 제품 목록,Subscription to Subscription Eligibility List
서브스크립션으로 전환,move to subscription
서비스 라인 개요,Service line overview
서비스 수준 계약,Service Level Agreement
서비스 요청 번호,service request number
서비스 이용 약관,terms of service
서비스 중단 관리 시스템,outage management system
석유 가스 산업,oil & gas industry
선 다듬기,line smoothing
선 번호,line number
선가중치,lineweight
선임 오토데스크 지원 전문가,senior Autodesk support agent
선종류,linetype
선형성,linearity
설계 자동화 전략,design automation strategy
설계 프로세스 검토,Design Process Review
설계 회사,design firm
설비 관리,facilities management
설치 도움말,Installation Help
설치 디렉토리,installation directory
설치 마법사,installation wizard
설치 문제 해결,installation troubleshooting
설치 및 라이센스 도움말,Installation and Licensing Help
설치제거 도구,uninstall tool
성공 사례,case study
성능 계수,coefficient of performance
성능 권장 사항,Performance Recommendations
성능 조정기,Performance Tuner
성능 테스트,test drive
성장 지원금,Growth Funds
성형 후,post-molding
세로좌표 치수,ordinate
세부 사항 담당자,detailer
세션별 라이센스,Session Specific Licensing
섹터 모델,sector model
셀프 서비스,Self-Service
셀프 헬프 도구,self help tool
소거,purge
소모품,consumable
소비율,consumption rate
소비자 제품,consumer product
소비재 제조업체,consumer product manufacturer
소셜 미디어,Social Media
소셜 미디어 정책,Social Media Policy
소프트웨어,software
소프트웨어 개발 키트,software development kit
소프트웨어 공급업체,software vendor
소프트웨어 담당자,software coordinator
소프트웨어 라이센스 계약,Software License Agreement
소프트웨어 렌털 라이센스 플랜,software rental license plan
소프트웨어 모듈,software module
소프트웨어 배포,software distribution
소프트웨어 사용 권한,software usage right
소프트웨어 업그레이드,software upgrade
소프트웨어 요구사항,software requirements
소프트웨어 자산 관리,software asset management
소프트웨어 중단,software retirement
소프트웨어 패키지,software package
소프트웨어 프로그램,software program
솔버,solver
쇼릴,show reel
수동 갱신,manual renewal
수명,lifetime
수명 주기,life cycle
수명주기,lifecycle
수요 생성,demand generation
수익 회계,revenue accounting
수직 리본,vertical ribbon
수출 금지,embargo
수평 리본,horizontal ribbon
순 추천 고객 지수,Net Promoter Score
쉐이프 생성기,Shape Generator
쉐이프 파일,shape file
스냅,snap
스크롤 휠,scroll wheel
스크린샷,screenshot
스타일 라이브러리,style library
스타트업 지원,start-up support
스토리보드 작성,storyboarding
스티커형 패널,sticky panel
스팸,spam
스프레드시트 중심 설계,spreadsheet-driven design
슬라이드 아웃 패널,slideout panel
시각화 전문가,visualization specialist
시공 관리,construction management
시공 관리자,construction manager
시공 문서,construction documentation
시공 전문가,construction professional
시뮬레이션 컴퓨팅 관리자,Simulation Compute Manager
시스템 요구사항,System requirements
시스템 통합,systems integrator
시스템 트레이,system tray
시트,seat
시트 리스트,sheet list
시험판 체험,pre-release trial
시험판용 제품 계약,Pre-Release Products Agreement
신규구매율(Attach Rate),attach rate
신제품 소개,New Product Introduction
실내 공기질,indoor air quality
실물 배송,physical shipment
실제 가치 편집 제어,real value edit control
실제 숫자,real number
실행 파일,executable file
심각성 레벨,severity level
아바타,avatar
아키텍처 결정 기록,architectural decision record
악성 코드,malicious code
안내,guidance
안전 모드,safe mode
안티앨리어싱,anti-aliasing
알파 채널,alpha channel
암호화,encryption
애드온,add-on
애드인,add-in
앰비언트 색상,ambient color
앰비언트 오클루전,ambient occlusion
앱 스토어 최종 사용자 라이선스 계약,app store end user license agreement
앵커,anchor
앵커점,anchor point
양도인,transferor
양수인,transferee
어레이,array
언론 관계,Media Relations
언론 보도,press release
언어 다운로드,Language Downloads
언어 팩 배치,language pack deployment
업 앤 레디 지원,Up & Ready Support
업계 뉴스,Industry News
업계 동향,Industry Trends
업그레이드 경로,upgrade path
업그레이드 비용,upgrade pricing
업그레이드 정책,upgrade policy
업로드,upload
에너지 리트로피트,energy retrofit
에너지 부하,energy load
에너지 사용 강도,energy use intensity
에너지 생산,energy generation
에너지 스타,Energy Star
에너지 절약 성과 계약,energy savings performance contract
에너지 해석,Energy Analysis
에너지 회사,energy service company
에너지 효율성,energy efficiency
에코 디자인,eco design
엔지니어,engineer
엔지니어링 데이터,engineering data
엔지니어링 탐사 워크샾,Engineering Exploration Workshop
엔터프라이즈 리소스 계획,enterprise resource planning
엔티티-컴포넌트 시스템,entity-component system
연간 주문 금액,annual order value
연락처 ID,contact ID
연장된 지원 시간,Extended Support Hours
연체료,late processing fee
영구 라이센스 변경 사항,Perpetual Licensing Changes
영구 제품 설명,persistent product description
영국식 단위,imperial unit
영리용,for-profit purposes
영업 담당자에게 문의,Contact a Sales Representative
영업 담당자에게 문의하기,Contact sales
영업 도구,sales tool
영업 도구 키트,sales toolkit
영업 및 마케팅 도구 검색 기능,Sales & Marketing Tools Finder
영업 및 서비스 총괄 부사장,Executive Vice President of Sales and Services
영업 플레이북,Sales Playbook
영화 및 TV,film & TV
영화 품질,cinematic-quality
"영화, 게임 및 TV","film, games and television"
예기치 않은 동작,unexpected behavior
예비 건축과 커리큘럼,Pre-Architecture Curriculum
예비 분석,preliminary analysis
예외사항,waiver
오류 코드,error code
오목,concave
오토데스크 BIM 전환 서비스,Autodesk BIM Transformation Services
오토데스크 Certified 강사,Autodesk Certified Instructor
오토데스크 FLUX 디자인 공모전,Autodesk FLUX Design Competition
오토데스크 ID,Autodesk ID
오토데스크 Suite 제품,Autodesk suite
오토데스크 가상 교육 센터,Autodesk Virtual Classroom Training
오토데스크 개발자 네트워크,Autodesk Developer Network
오토데스크 개발자 네트워크 오픈,Autodesk Developer Network Open
오토데스크 개인정보 처리방침 정책,Autodesk Privacy Statement
오토데스크 갤러리,Autodesk Gallery
오토데스크 건축 엔지니어링 영업 지침서,Autodesk Building Engineering Playbook
오토데스크 고객 라이프사이클,Autodesk Customer Lifecycle
오토데스크 고객 만족 프로그램,Autodesk Customer Satisfaction Program
오토데스크 고객 서비스 담당자,Autodesk Customer Service representative
오토데스크 고객 지원,Autodesk Customer Support
오토데스크 고객 참여 프로그램,Autodesk Customer Involvement Program
오토데스크 고객 환경,Autodesk Customer Environment
오토데스크 골드 파트너,Autodesk Gold partner
오토데스크 공식 교육 가이드,Autodesk Official Training Guides
오토데스크 공식 교육 과정,Autodesk Official Training Courseware
오토데스크 공유 구성 요소,Autodesk Shared Component
오토데스크 공인 강사 프로그램,Autodesk Certified Instructor program
오토데스크 공인 교육 센터,Autodesk Authorized Training Center
오토데스크 공인 교육 파트너,Autodesk Authorized Academic Partner
오토데스크 공인 로고,Autodesk Certified logo
오토데스크 공인 사용자 프로그램,Autodesk Certified User program
오토데스크 공인 전문가,Autodesk Certified Professional
오토데스크 공인협력업체(VAR),Autodesk Value Added Reseller
오토데스크 공인협력업체(VAR) 계약,Autodesk Value Added Reseller Agreement
오토데스크 교육,Autodesk Education
오토데스크 교육 VAR(Value Added Reseller),Autodesk Academic Value Added Reseller
오토데스크 교육 경험,Autodesk Education Experience
오토데스크 교육 센터,Autodesk Classroom Training
오토데스크 교육 커리큘럼,Autodesk Education Curriculum
오토데스크 교육 커뮤니티,Autodesk Education Community
오토데스크 규정 준수 프로그램,Autodesk Compliance Program
오토데스크 다운로드 관리자,Autodesk Download Manager
오토데스크 데이터 관리 도구,Autodesk data management tools
오토데스크 디자인 아카데미,Autodesk Design Academy
오토데스크 디지털 STEAM 워크숍,Autodesk Digital STEAM Workshop
오토데스크 디지털 매거진,Autodesk Digital Magazine
오토데스크 디지털 엔터테인먼트 크리에이션 솔루션,Autodesk Digital Entertainment Creation solution
오토데스크 디지털 프로토타이핑 포럼,Autodesk Digital Prototyping Forum
오토데스크 라이브,Autodesk Live
오토데스크 라이브 채팅,Autodesk Live Chat
오토데스크 라이센스 준수 팀,Autodesk License Compliance Team
오토데스크 라이트닝 통합 케이스 환경,Autodesk Lightning Integrated Case Experience
오토데스크 로그인 도움말,Autodesk Sign In Help
오토데스크 리노베이션 및 레트로 피트 영업 지침서,Autodesk Renovation and Retrofit Playbook
오토데스크 마스터 상,Autodesk Masters award
오토데스크 마스터 클래스,Autodesk MasterClasses
오토데스크 마스터 프로그램,Autodesk Masters Program
오토데스크 머신 러닝 플랫폼,Autodesk Machine Learning Platform
오토데스크 문제별 지원,Autodesk Per-Incident Support
오토데스크 브론즈 리셀러,Autodesk Bronze reseller
오토데스크 비즈니스 가치 방법론,Autodesk Business Value Methodology
오토데스크 비즈니스 센터,Autodesk Business Center
오토데스크 상태 대시보드,Autodesk Health Dashboard
오토데스크 서비스 및 지원,Autodesk Services and Support
오토데스크 설치 도움말,Autodesk Installation Help
오토데스크 성장 마케팅,Autodesk Growth Marketing
오토데스크 소프트웨어,Autodesk software
오토데스크 소프트웨어 라이센스,Autodesk software license
오토데스크 소프트웨어 라이센스 계약서,Autodesk Software License Agreement
오토데스크 실버 파트너,Autodesk Silver partner
오토데스크 애니메이션 아카데미,Autodesk Animation Academy
오토데스크 업그레이드 및 제품 지원 중단 프로그램,Autodesk Upgrade and Retirement Program
오토데스크 연구소,Autodesk Labs
오토데스크 영업 개발 지원금,Autodesk Sales Development Fund
오토데스크 영업 담당자,Autodesk sales representative
오토데스크 영업 인센티브 관리 시스템,Autodesk Sales Incentive Management System
오토데스크 온라인 스토어,Autodesk Store
오토데스크 온라인 테스팅 서비스,Autodesk Online Testing Service
오토데스크 우선 산업 파트너,Autodesk Preferred Industry Partner
오토데스크 이벤트 분석,Autodesk Event Analysis
오토데스크 이전 버전 보상 프로그램,Autodesk Legacy Program
오토데스크 인사이드 영업팀,Autodesk Inside Sales Team
오토데스크 인증,Autodesk Certification
오토데스크 인증 교육,Autodesk Certification Training
오토데스크 장점,The Autodesk Advantage
오토데스크 정보,About Us
오토데스크 제조 팀,Autodesk Manufacturing Team
오토데스크 제품 지원 중단 프로그램,Autodesk Retirement Program
오토데스크 주문 엔지니어링 서비스,Autodesk Engineer-to-Order Services
오토데스크 주문 입력,Autodesk Order Entry
오토데스크 지원 전문가,Autodesk support agent
오토데스크 직원 구매 프로그램,Autodesk Employee Purchase Program
오토데스크 채널 브랜딩 가이드,Autodesk Channel Branding Guidelines
오토데스크 채널 영업 매니저,Autodesk Channel Sales Manager
오토데스크 채널 팀,Autodesk Channel Team
오토데스크 총판 계약,Autodesk Distributor Agreement
오토데스크 친환경 디자인 센터,Autodesk Sustainable Design Center
오토데스크 컨설팅 전문화 프로그램,Autodesk Consulting Specialization Program
오토데스크 컨텐츠 신디케이션 서비스,Autodesk Content Syndication Service
오토데스크 컴퓨팅 플랫폼,Autodesk Compute Platform
오토데스크 클라우드 표준,Autodesk Cloud Standards
오토데스크 클린 테크 파트너 프로그램,Autodesk Clean Tech Partner Program
오토데스크 탄소 배출량,Autodesk carbon footprint
오토데스크 토목 기반 시설 솔루션,Autodesk Infrastructure Solutions
오토데스크 파트너 관리자,Autodesk Partner Manager
오토데스크 파트너 마케팅 플랫폼,Autodesk Partner Marketing Platform
오토데스크 파트너 전문화,Autodesk Partner Specializations
오토데스크 파트너 포털,Autodesk Partner Portal
오토데스크 파트너 프로그램,Autodesk Partner Program
오토데스크 팔로우하기,Follow Autodesk
오토데스크 평가 테스트,Autodesk assessment test
오토데스크 포럼,Autodesk forum
오토데스크 포트폴리오,Autodesk Portfolio
오토데스크 프리미어 솔루션 제공업체,Autodesk Premier Solutions Provider
오토데스크 플래티넘 파트너,Autodesk Platinum partner
오토데스크 플랫폼 서비스,Autodesk Platform Services
오토데스크 학습 및 교육,Autodesk Learning and Education
오토데스크 협업 및 데이터 관리 서비스,Autodesk Collaboration and Data Management Services
오토데스크 협업 프로젝트 관리 솔루션,Autodesk Collaborative Project Management Solutions
오토데스크에 문의,Contact Autodesk
오토데스크에 문의하기,Ask Autodesk
오토데스크에 연락 요청하기,Have Autodesk contact you
오토데스크에서 연락 드리겠습니다,Have Autodesk Call You
오토캐스트,Autocast
온라인 구입,Buy Online
온라인 라이센스 전송,online license transfer
온라인에서 보기,View online
온보딩,onboarding
완전히 설치제거,clean uninstall
완전히 제거,clean removal
외부 프로세스,out-of-process
요소 속성,element property
우려 사항,anxiety question
우편 환급(Mail-In Rebate),mail-in rebate
워크스테이션,workstation
워크플로우,workflow
워크플로우 및 활용 사례,Workflows & use cases
워터마크,watermark
원격 데스크톱 지원,remote desktop assistance
웨비나,webinar
웰컴 키트,Welcome Kit
웹 배너,web banner
웹 브라우저,web browser
웹 신디케이션 도구,web syndication tool
웹 앱,web app
웹 지원 사례,web support case
웹캐스트,webcast
위반,violation
위생 하수 범람,sanitary sewer overflow
위협 모델링,threat modeling
위협 보호,Threat Protection
유기 형태,organic form
유럽 자유 무역 연합,European Free Trade Association
유료 검색,paid search
"유연성, 요구사항에 따라 커스터마이즈 가능, 확장성","flexibility, customizable based on need, scalability"
유연한 라이센스 권한,flexible licensing rights
유연한 제어,flexible control
유출부,outlet
유형 자산,tangible asset
유효한 계약,active contract
유휴 기간,idle period
윤리적 행동,ethical behavior
응답,response
응답 시간,response time
응력 완화,stress relaxation
응용프로그램 ID,application ID
의료 시스템,health care system
의사 지원 도구,decision support tool
이더넷 어댑터,Ethernet adapter
이동 라이센스 유틸리티,Portable License Utility
이메일로 가입하기,Sign up for email
이미지,imagery
이미지 제공,Image courtesy of
이미지가 다시 설정된 컴퓨터,re-imaged computer
이미징 소프트웨어,imaging software
이벤트 조회,Events Lookup
이벤트 찾기,Find an Event
이벤트 툴킷,event toolkit
이벤트 퍼블리셔,Event Publisher
이용 약관,terms of use
이용 약관 및 이용 조건,terms and conditions
이전 버전 라이센스,non-current license
이전 버전 사용 권한이 적용되는 제품 목록,Previous Version Eligible Product List
이전 버전 적용 대상 목록,Previous Version Eligibility List
이전 제품 고객,non-current customer
이전 제품 사용자,non-current user
이제는 필요한 만큼 구매하실 수 있습니다,Now you can pay as you go
이해관계 상충,conflict of interest
익스프레스 서비스,Express Service
익스프레스 서비스 ID,Express Service ID
인공적 요소(hardscape),hardscape
인디 게임 메이커,Indie game maker
인재 채용,Careers
인증,authentication
인증 시험,certification exam
인증 팀,Certification Team
인증된 하드웨어,certified hardware
인터넷,Internet
인터넷 시간 서버,Internet time server
인프라 계획,infrastructure planning
인프라 솔루션 부서,Infrastructure Solutions Division
일관된 재료 사용자 인터페이스,consistent materials user interface
일련 번호,serial number
읽기-평가-인쇄 루프,read-eval-print loop
입구/출구,ingress/egress point
입방형,cuboid
자격,entitlement
자격 요건,eligibility requirement
자격 인증,entitlement certificate
자격을 갖춘,qualifying
자기 주도식 교육,self-paced training
자동 갱신 계획 관리,Manage Auto-Renewal Plan
자동 로그인,Keep Me Signed In
자동 모드,silent mode
자동 처리,auto-fulfilment
자동차 공급망,automotive supply chain
자동차 부품 설계,automotive component design
자르기 경계,clipping boundary
자르기 평면,clip plane
자매품,companion product
자산,asset
자연 대류,natural convection
자연 모사,biomimicry
자연형 태양열 건축,passive solar construction
자주 묻는 질문과 대답,frequently asked questions
작업 공유 파일,workshared file
작업 관리자,Task Manager
작업 피드,activity feed
작업공간,workspace
작업량,workload
작업자 일,person day
작업장,workplace
장기간,extended period
장려금,rebate
장면 편집기,scene editor
장바구니,shopping basket
장애 모드 및 영향 분석,failure mode and effects analysis
재료 라이브러리,Material Library
재무 담당 최고 책임자,chief financial officer
재무 보고서,financial report
재생 에너지,renewable energy
재판매 금지,Not for Resale
재활성화,reactivation
저널 파일,journal file
저수 영역,detention area
저작권 연도,copyright year
저장 영역 네트워크,Storage Area Network
저해상도,low resolution
적격한,eligible
적시,Just-In-Time
적용 대상 제품 목록,Eligible Product List
적용 범위 보고서,coverage report
적층 제조,additive manufacturing
적합성 매트릭스,eligibility matrix
적합한 제품,eligible product
전경 처리,foreground processing
전단 계수,shear modulus
전달 순서,cascading sequence
전략적 고객,strategic account
전략적 조사 책임자,director of strategic research
전략적 파트너,strategic partner
전문 강사,professional instructor
전문가 조직,center of excellence
전자 뉴스레터,eNewsletter
전자 다운로드,electronic download
전자 소프트웨어 배포,electronic software distribution
전자 컴퓨터 응용 설계,electronic computer-aided design
전체 시스템 상용,full system commercial
전화 지원,phone support
전환 가격,price to switch
절단 기준면,cut plane
정보,Insights
정보 기술 인프라 라이브러리,Information Technology Infrastructure Library
정보센터,InfoCenter
정부 고객,government customer
정부 공무원,government official
정부 공인협력업체 찾기,Find a Government Reseller
정부 기관,governmental agency
정부 단체,government entity
정부 업무 정책,Government Affairs Policy
정적 배너,static banner
정적 애플리케이션 보안 테스트,static application security testing
정책 및 포럼,Policies & Forms
정치 기부금,political contribution
정품 AutoCAD,genuine AutoCAD
제공 서비스 소개,Service offering brief
제공물,deliverable
제너레이티브 클라우드 플랫폼,Generative Cloud Platform
제도 담당자,drafter
제목 표시줄,title bar
제조,manufacturing
제조 공급망,manufacturing supply chain
제조 공정,process manufacturing
제조 및 조립 설계 방법론,design for manufacturing and assembly
제조 솔루션 부서,Manufacturing Solutions Division
제조업체 권장 소매 가격,manufacturer suggested retail price
제품 개발,product development
제품 개요,product overview
제품 내 서브스크립션 액세스,in-product subscription access
제품 데모 요청,Request Product Demo
제품 데이터 관리,Product Data Management
제품 등록,Register Your Product
제품 리소스,Product Resources
제품 배송,boxed shipment
제품 브로셔,product brochure
제품 비교,Compare products
제품 상세 정보,Product Details
제품 상태 대시보드,Product Health Dashboard
제품 설명,product description
제품 센터,product center
제품 수명 주기 관리,product lifecycle management
제품 업그레이드,product upgrade
제품 요약,Product Summary
제품 익스텐션,product extension
제품 정보,Product Information
제품 정보 모델,Product Information Model
제품 지원,Product Support
제품 지원 전문가,product support specialist
제품 체험판,Product Trial
제품 출시 시기,time to market
제품 키,product key
제품 트레이,product tray
제품 향상 기능,product enhancement
제품 활성화 FAQ,Product Activation FAQ
제품 활성화 마법사,Product Activation Wizard
제품 활용 팁,Tips and Tricks
제한된 사용자,restricted user
조립품,assembly
조립품 설계,design for assembly
조지아,Georgia
조항,provision
종료,terminate
종목 기호,ticker symbol
종횡비,aspect ratio
좌표 공간,coordinate space
주당 근무기간,workweek
주말,weekends
주문 변경 요청,request for change order
주문 엔지니어링,Engineer-to-Order
주문 엔지니어링 구현 및 통합 서비스,Engineer-to-Order Implementation and Integration Services
주문 엔지니어링 적용 및 변경 관리 서비스,Engineer-to-Order Adoption and Change Management Services
주문 엔지니어링 전략 서비스,Engineer-to-Order Strategy Services
주문 조회,order lookup
주문 조회 페이지로 돌아가기,Return to the Order Lookup Page
주문 처리 이메일,order fulfillment email
주문 확인 메시지,order confirmation email message
주변 온도,ambient temperature
주요 계정,major account
주요 계정 할인,major account discount
주요 고객,named account
주요 기능,Key Features
주요 혜택,Key Benefits
줌 레벨,zoom level
줌 비율,zoom factor
중공 프로파일,hollow profile
중단,hang
중복 라이센스 서버,redundant license server
중복 라이센스 서버 모델,redundant license server model
중앙 파일,central file
지금 구입,Buy Now
'지금 다운로드' 방법,Download Now method
지금 등록,Register now
'지금 설치' 방법,Install Now method
지도 탐색기,Map Explorer
지리 정보 시스템,geographical information system
지속 가능한 AEC 설계 가이드,"Guide to Sustainable Design for Architecture, Engineering, and Construction"
지역 마케팅 매니저,Country Marketing Manager
지역 세일즈 매니저,Country Sales Manager
지역 영업 시간,Local Business Hours
지역 재정비,land recycling
지역사회 관계,Community Relations
지연,lag
지연 갱신,late renewal
지원 계약,Support Agreement
지원 계정 관리자,Support Account Manager
지원 및 학습,Support & learning
지원 사례 보기,View Support Cases
지원 사용자,support user
지원 요청,support request
지원 요청서 제출,Submit a Support Request
지원 전문가,support agent
지원 프로그램,support program
지원금 관리,fund management
지원금 신청,fund request
지질 공학,geotechnical
지형 공간,geospatial
직교,Cartesian
직교 도면,orthographic drawing
직업 검색,Job Search
직판 파트너,direct partner
질문과 답변,Questions and Answers
징계 조치,disciplinary action
차세대 오토데스크 데스크톱 애플리케이션,NextGen Autodesk Desktop Application
참고 자료,collateral
창,pane
채널 개발,channel development
채널 개발 지원금,Channel Development Fund
채널 관리,Channel Management
채널 인센티브 프로그램,Channel Incentive program
채널 파트너,channel partner
채우기,populate
채택 경로,adoption path
처리되지 않은,unhandled
처벌,penalty
청구 설정,billing settings
청정 기술,clean tech
청정 기술 혁신 기업,clean technology innovator
체험 또는 멤버쉽 구매,Try or Subscribe
체험판 정보,Trial tips
체험판 제품 개인정보 처리방침 정책 고지 사항,Trial Product Privacy Notice
초안 모드,draft mode
총 소유 비용,total cost of ownership
최고 경영자,chief executive officer
최고 교육 책임자,Chief Education Officer
최고 기술 책임자,Chief Technical Officer
최고 법률 책임자,chief legal officer
최고가 되어 보세요,Set the Pace
최신 버전/출시,latest versions/releases
최신 상태 유지,Get Current
최초 고객 배송,first customer shipment
축 간격띄우기,axis offset
축 삼각대 아이콘,axis tripod icon
출시 이벤트,launch event
출시일,release date
충실도,fidelity
충전+보압,Fill+Pack
충전+보압+냉각,Fill+Pack+Cool
충진 플랜트,filling plant
취약성,vulnerability
측정 도구,measuring tool
측정 축척,measurement scale
치명적 오류,fatal error
치수,dimension
치수 스타일 관리자,Dimension Style Manager
친환경,Sustainability
친환경 설계 커리큘럼,Sustainable Design Curriculum
친환경 식생수로(bioswale),bioswale
친환경 워크숍,Sustainability Workshop
카메라 애니메이션,camera animation
카탈로그,catalog
카피 데크,copy deck
카피 문구,copy block
캐릭터 디자이너,character designer
캐시,cache
캡션,caption
커리큘럼,Curricula
커뮤니케이션 센터,Communication Center
커뮤니티 생성 콘텐츠,community-generated content
커뮤니티 허브,communication hub
컨설턴트,consultant
컨설팅 서비스 주문 라이센스 구현,consulting service order licensing implementation
컨셉 디자인 커리큘럼,Conceptual Design Curriculum
컨셉 스케치,concept sketch
컨텐츠 소스,content source
컨트롤러 캡,controller cap
케어 플랜,maintenance plan
케어 플랜 계약,maintenance plan contract
케어 플랜 고객,maintenance plan customer
케어 플랜을 보유한 고객,customer with a maintenance plan
케이스 ID,case ID
코덱,codec
클라우드 라이선싱,cloud licensing
클라우드 서비스,cloud services
클라우드 솔리드 모델링,cloud solid modeling
클라우드 유닛,cloud unit
클라우드 저장소,cloud storage
클라우드 크레딧,cloud credits
클라우드 크레딧 할당,cloud credits allocation
키커 텍스트,kicker text
타사 응용프로그램,third-party application
탐색 도구막대,navigation toolbar
태그라인,tagline
턴키 솔루션,turnkey solution
텍스처 매핑,texture mapping
텐세그리티,tensegrity
토론 그룹,discussion group
토론 포럼,discussion forum
토목 엔지니어링 커리큘럼,Civil Engineering Curriculum
통신 실패,communication failure
통제 비기밀 정보,controlled unclassified information
통찰력,valuable insights
통합 마케팅 프로그램,Aligned Marketing Program
통합 테스트,integration test
통합 프로젝트 구현,integrated project delivery
투명,transparency
투자 대비 수익,return on investment
투자자 관계,Investor Relations
툴클립,ToolClip
튜토리얼,tutorial
트루컬러,true color
트리거,trigger
트윗,tweet
특징 및 기능,Features and Functions
티어,tier
티어 지정,tier designation
팀 관리자,Team Administrator
팀 구성원,Team Member
팀 소유자,Team Owner
파라메트릭,parametric
파이프라인,pipeline
파일 볼팅,file vaulting
파일 손상,file corruption
파일 추출,file extraction
파트너 센터,Partner Center
파트너 센터 헬프 데스크,Partner Center Helpdesk
파트너 이벤트,partner event
파트너 제품 및 서비스,Partner Products and Services
팝업 부스,pop-up booth
팝업 차단,pop-up blocker
팟캐스트,podcast
패널 화살표,panel arrow
패키지 코드,package code
펌웨어,firmware
편집,edition
평가 기간,trial period
평가 모드,trial mode
포괄적인 시험 가이드,comprehensive exam guide
포럼 게시글,forum thread
포럼 게시물,forum post
포스트 카드 형태 광고,self-mailer
포인트 클라우드,point cloud
포인팅 장치,pointing device
포장 디자인,packaging design
포함되는 핵심 기능,Core features include
표준 컨텐츠,boilerplate
풀림,annealing
풀업 배너,pull-up banner
프런트 엔드 엔지니어링 설계,front-end engineering design
프레임 분석,Frame Analysis
프레임 생성기,Frame Generator
프로모션,Promotions
프로모션 대상 제품,eligible products
프로모션 및 캠페인,Promotions & Campaigns
프로모션 및 특별한 제안,Promotions & Special Offers
프로세스 관리,process management
프로젝트 네비게이터,Project Navigator
프로젝트 중재자,Project Moderator
프로젝트 참가자,Project Contributor
프로파일 관리자,Profile Manager
프로파일 업데이트,Update your profile
프로페셔널 서비스,Professional Services
프로페셔널 플랜,Professional Plan
프록시 서버,proxy server
프리랜서 찾기,Find a Freelancer
프리미엄 플랜,Preferred Plan
프리미엄 플러스 플랜,Preferred Plus Plan
프리캐스트 구성 요소,precast component
프리컨스트럭션,preconstruction
플랜지,flange
플랫폼 기술 팀(PTD),Platform Technology Division
플러그인,plug-in
플롯 스타일,plot style
필드 마케팅,field marketing
필름 계수,film coefficient
하드 번들,hard bundle
하드웨어 가속,hardware acceleration
하드웨어에 구속받지 않는 셰이더,hardware-agnostic shader
하위 계약업체,sub-contractor
하이브리드 그래픽,hybrid graphics
하이브리드 환경,hybrid environment
학생 센터,Student Center
학생 엔지니어링 및 디자인 커뮤니티,Student Engineering & Design Community
학생 커뮤니티,Student Community
학생용 포트폴리오,Student Portfolio
학습 자료,Learning Materials
할 일 목록,To-Do List
할인 가격,discounted price
할인된 가격,discounted pricing
할인된 가격 유지,secure discounted pricing
항공 우주,aerospace
항목 번호 매기기,item numbering
해결책,resolution
해시 태그,hashtag
해외 사용 권한,Global Travel Rights
해외 사용 권한(Extra Territory rights),Extra Territory Rights
해적판,pirated
해치,hatch
핵심 메시지,Key Message
핵심 성과 지표,key performance indicator
핵심 영업 포인트,key selling point
향상된 KB,Enhanced KB
향상된 액세스,greater access
향상된 제품 기능,incremental product enhancement
허브,hub
헤더,header
헤드 손실,head loss
헤드샷,headshot
현장 계약자,onsite contractor
현장 관리,field management
현장 엔지니어,Application Engineer
협업 및 데이터 관리 구현 서비스,Collaboration and Data Management Implementation Services
협업 및 데이터 관리 전략 서비스,Collaboration and Data Management Strategy Services
협업 프로젝트 관리,collaborative project management
형상선,feature line
혜택 가이드,Benefit Guide
호닝 장비,honing machine
호빙 장비,hobbing machine
호환성 매트릭스,compatibility matrix
호환성 차트,compatibility chart
혼합,blend
혼합 현실,mixed reality
화면 이미지,screen image
화면 캡처,screen capture
확산 계수,diffusion coefficient
확장 가능한 라이센스,scalable licensing
확장 현실,extended reality
환경 관리 시스템,environmental management system
환경 디자인 및 기술 커리큘럼,Environmental Design and Technology Curriculum
환경 변수,environment variable
환경 영향 보고서,environmental impact statement
환경에 대한 이해 및 건축 설계 커리큘럼,Green Literacy and Architectural Design Curriculum
환불,refund
환불 요청,Requesting a Refund
환불 정책,refund policy
활성 렌털 서비스,active rental plan
활성화 및 등록,Activate & Register
활성화 시나리오,activation scenario
활성화 코드,activation code
활성화 횟수 제한에 도달했습니다,Activation Limit Reached
활용 사례,Use cases
회사 주소 또는 이름 변경,Company Address or Name Change
회색 박스,gray-boxing
휴일,holidays
히어로 이미지,hero image
히어로 제품,hero product
